EST_ID,Pathogen,Age_group,Syndrome,Design,Site_Location,Prevalence,Age_range,Study,Duration,Source,Hyperlink,CASES,SAMPLES,PREV,SE,SITE_LAT,SITE_LONG
PMID29110933-09-SAPO-03,Sapovirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Kwazulu-Natal, Sentinel hospital in Pietermaritzburg","1.8 (0.0, 5.2)",24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2010 - Feb, 2017","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,1,57,.0175438597798347,.0173892844468355,-29.64774703979492,30.33180999755859
PMID29110933-09-SHIG-01,Shigella spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Kwazulu-Natal, Sentinel hospital in Pietermaritzburg","15.8 (4.2, 27.4)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2010 - Feb, 2017","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,6,38,.1578947305679321,.0591527856886387,-29.64774703979492,30.33180999755859
PMID29110933-09-SHIG-02,Shigella spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Kwazulu-Natal, Sentinel hospital in Pietermaritzburg",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2010 - Feb, 2017","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-29.64774703979492,30.33180999755859
PMID29110933-09-SHIG-03,Shigella spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Kwazulu-Natal, Sentinel hospital in Pietermaritzburg",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2010 - Feb, 2017","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-29.64774703979492,30.33180999755859
PMID29110933-10-ASTR-01,Astrovirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-ASTR-02,Astrovirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-ASTR-03,Astrovirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-CAMP-01,Campylobacter spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-CAMP-02,Campylobacter spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-CAMP-03,Campylobacter spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-CRYP-01,Cryptosporidium spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-CRYP-02,Cryptosporidium spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-CRYP-03,Cryptosporidium spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-ETEC-01,Enterotoxigenic E. coli (ETEC),0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-ETEC-02,Enterotoxigenic E. coli (ETEC),12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-ETEC-03,Enterotoxigenic E. coli (ETEC),24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-GIAR-01,Giardia spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-GIAR-02,Giardia spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-GIAR-03,Giardia spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-NORO-01,Norovirus GI/GII,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-NORO-02,Norovirus GI/GII,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-NORO-03,Norovirus GI/GII,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-ROTA-01,Rotavirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-ROTA-02,Rotavirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-ROTA-03,Rotavirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-SAPO-01,Sapovirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-SAPO-02,Sapovirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-SAPO-03,Sapovirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-SHIG-01,Shigella spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,1 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-SHIG-02,Shigella spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,12 - 20 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-10-SHIG-03,Shigella spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Limpopo, Sentinel hospital in Polokwane",,24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Jan, 2015 - Apr, 2016","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-23.89477920532227,29.45999908447266
PMID29110933-11-ASTR-01,Astrovirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","2.4 (0.0, 5.7)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,2,83,.0240963846445084,.0168321803212166,-33.87930679321289,25.56137275695801
PMID29110933-11-ASTR-02,Astrovirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-ASTR-03,Astrovirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-CAMP-01,Campylobacter spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","12.9 (1.1, 24.7)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,4,31,.1290322542190552,.0602100975811481,-33.87930679321289,25.56137275695801
PMID29110933-11-CAMP-02,Campylobacter spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-CAMP-03,Campylobacter spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-CRYP-01,Cryptosporidium spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","19.4 (5.4, 33.3)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,6,31,.1935483813285828,.0709582790732384,-33.87930679321289,25.56137275695801
PMID29110933-11-CRYP-02,Cryptosporidium spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-CRYP-03,Cryptosporidium spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-ETEC-01,Enterotoxigenic E. coli (ETEC),0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","6.5 (0.0, 15.1)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,2,31,.0645161271095276,.0441236533224583,-33.87930679321289,25.56137275695801
PMID29110933-11-ETEC-02,Enterotoxigenic E. coli (ETEC),12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-ETEC-03,Enterotoxigenic E. coli (ETEC),24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-GIAR-01,Giardia spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","6.5 (0.0, 15.1)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,2,31,.0645161271095276,.0441236533224583,-33.87930679321289,25.56137275695801
PMID29110933-11-GIAR-02,Giardia spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-GIAR-03,Giardia spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-NORO-01,Norovirus GI/GII,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","10.8 (4.2, 17.5)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,9,83,.1084337383508682,.0341287180781364,-33.87930679321289,25.56137275695801
PMID29110933-11-NORO-02,Norovirus GI/GII,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-NORO-03,Norovirus GI/GII,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-ROTA-01,Rotavirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","13.1 (5.9, 20.3)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,11,84,.130952388048172,.0368077158927917,-33.87930679321289,25.56137275695801
PMID29110933-11-ROTA-02,Rotavirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-ROTA-03,Rotavirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-SAPO-01,Sapovirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","2.4 (0.0, 5.7)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,2,83,.0240963846445084,.0168321803212166,-33.87930679321289,25.56137275695801
PMID29110933-11-SAPO-02,Sapovirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-SAPO-03,Sapovirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-SHIG-01,Shigella spp.,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth","12.9 (1.1, 24.7)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,4,31,.1290322542190552,.0602100975811481,-33.87930679321289,25.56137275695801
PMID29110933-11-SHIG-02,Shigella spp.,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-11-SHIG-03,Shigella spp.,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Eastern Cape, Sentinel hospital in Port Elizabeth",,24 - 58 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Mar, 2016 - Nov, 2018","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-33.87930679321289,25.56137275695801
PMID29110933-12-ASTR-01,Astrovirus,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Gauteng, Sentinel hospital in Pretoria","4.2 (1.8, 6.6)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Apr, 2009 - Nov, 2014","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,11,264,.0416666679084301,.01229845918715,-25.61814498901367,28.01116180419922
PMID29110933-12-ASTR-02,Astrovirus,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Gauteng, Sentinel hospital in Pretoria","1.8 (0.0, 4.2)",12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Apr, 2009 - Nov, 2014","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,2,113,.0176991149783134,.012403916567564,-25.61814498901367,28.01116180419922
PMID29110933-12-ASTR-03,Astrovirus,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Gauteng, Sentinel hospital in Pretoria","2.4 (0.0, 7.2)",24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Apr, 2009 - Nov, 2014","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,1,41,.0243902429938316,.0240909662097692,-25.61814498901367,28.01116180419922
PMID29110933-12-ASTR-04,Astrovirus,School age children,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Gauteng, Sentinel hospital in Pretoria",,60 - 68 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Apr, 2009 - Nov, 2014","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-25.61814498901367,28.01116180419922
PMID29110933-12-NORO-01,Norovirus GI/GII,0-11 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Gauteng, Sentinel hospital in Pretoria","12.1 (8.2, 16.1)",0 - 11 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Apr, 2009 - Nov, 2014","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,32,264,.1212121248245239,.0200869087129831,-25.61814498901367,28.01116180419922
PMID29110933-12-NORO-02,Norovirus GI/GII,12-23 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Gauteng, Sentinel hospital in Pretoria","7.1 (2.4, 11.8)",12 - 23 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Apr, 2009 - Nov, 2014","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,8,113,.0707964599132538,.0241280365735292,-25.61814498901367,28.01116180419922
PMID29110933-12-NORO-03,Norovirus GI/GII,24-59 months,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Gauteng, Sentinel hospital in Pretoria","2.4 (0.0, 7.2)",24 - 59 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Apr, 2009 - Nov, 2014","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,1,41,.0243902429938316,.0240909662097692,-25.61814498901367,28.01116180419922
PMID29110933-12-NORO-04,Norovirus GI/GII,School age children,Medically attended diarrhea - inpatient,Surveillance,"South Africa, Gauteng, Sentinel hospital in Pretoria",,60 - 68 months,Diarrhoeal Sentinel Surveillance Programme (DSSP),"Apr, 2009 - Nov, 2014","Page et al., 2018, Vaccine",https://pubmed.ncbi.nlm.nih.gov/29110933/,,,,,-25.61814498901367,28.01116180419922
